,seniorcitizen,tenure,multiplelines,internetservice,contract,paperlessbilling,monthlycharges,churn,service_count,family,paymentmethod_Bank transfer (automatic),paymentmethod_Credit card (automatic),paymentmethod_Electronic check
1572,1,3,0,1,1,0,45.0,1,0,0,0,0,1
1573,0,47,0,2,2,1,96.1,0,4,1,0,0,1
1574,0,15,0,0,2,0,19.65,0,0,1,0,0,0
1575,0,66,0,2,1,0,99.5,1,4,0,0,0,1
1576,1,68,0,1,2,1,60.65,0,3,1,1,0,0
1578,0,7,0,1,1,1,59.5,1,2,0,0,0,0
1579,1,12,0,2,1,1,80.45,1,1,1,0,0,1
1580,1,21,1,1,2,0,71.7,0,3,1,1,0,0
1581,0,21,0,1,1,1,36.0,0,2,0,0,0,0
1582,0,56,1,1,2,0,65.2,0,2,1,1,0,0
1583,0,6,1,1,1,1,48.95,0,0,1,0,1,0
1584,1,65,0,1,3,1,53.5,0,4,0,1,0,0
1585,0,42,1,1,2,0,80.45,0,4,1,0,1,0
1586,0,68,1,2,3,1,109.05,0,5,1,1,0,0
1587,0,48,1,0,3,0,26.3,0,0,1,1,0,0
1588,1,50,1,2,2,1,106.8,0,4,0,0,0,1
1589,1,7,0,1,1,1,64.95,0,3,0,0,0,1
1590,0,63,0,0,3,0,19.35,0,0,1,0,0,1
1591,0,17,0,0,1,0,21.1,0,0,0,0,1,0
1592,0,42,0,2,1,1,77.95,1,1,1,0,1,0
1593,0,4,0,0,1,0,18.85,0,0,1,0,0,0
1594,0,62,1,0,3,0,26.0,0,0,1,1,0,0
1595,1,2,0,2,1,1,74.7,1,1,0,0,0,1
1596,0,2,0,2,1,1,70.35,0,0,1,0,0,1
1597,0,48,1,2,3,1,96.9,0,4,1,1,0,0
1598,0,27,0,0,3,0,19.55,0,0,1,1,0,0
1599,0,70,0,1,3,1,80.4,0,5,1,1,0,0
1600,1,1,1,2,1,1,88.8,1,2,0,0,0,1
1601,0,46,1,2,2,1,94.65,0,3,1,0,0,1
1602,0,30,0,2,1,1,90.25,1,2,0,0,0,1
1603,0,15,1,1,1,1,64.65,1,2,0,1,0,0
1604,0,69,1,2,2,0,95.75,0,3,1,0,1,0
1605,0,65,0,0,3,1,19.55,0,0,0,0,1,0
1608,0,17,0,0,2,1,20.1,0,0,0,0,0,0
1609,0,51,1,2,2,1,111.55,0,5,1,0,0,1
1610,0,51,0,1,3,0,60.5,0,3,1,0,1,0
1611,0,72,1,1,3,1,90.95,0,6,1,1,0,0
1612,0,67,1,2,2,0,87.4,1,2,1,0,0,1
1613,0,34,0,0,1,0,19.7,0,0,0,0,0,0
1614,0,67,0,1,3,1,50.95,0,4,1,1,0,0
1615,0,49,0,0,2,1,20.05,0,0,1,1,0,0
1616,0,53,0,0,3,1,19.4,0,0,1,0,0,0
1617,0,27,1,1,1,0,59.45,0,2,0,0,0,1
1618,1,23,0,2,1,1,94.75,1,3,0,0,0,1
1619,0,69,1,1,3,1,81.5,0,5,0,0,1,0
1620,0,2,0,1,1,0,29.05,0,1,1,1,0,0
1621,0,35,1,2,1,1,86.45,1,1,0,0,0,1
1622,0,46,0,1,2,0,70.6,0,4,1,0,0,0
1623,0,54,1,2,3,1,97.2,0,3,0,1,0,0
1624,0,56,1,2,2,1,98.25,1,3,1,0,0,1
1625,0,9,0,2,1,1,75.75,1,1,1,1,0,0
1626,0,20,1,1,1,0,59.2,0,2,0,1,0,0
1627,0,11,0,2,1,1,75.9,0,1,0,0,0,0
1628,1,30,1,2,1,1,90.05,0,2,1,0,0,1
1629,0,68,0,1,3,0,70.95,0,4,1,1,0,0
1630,1,38,1,2,1,1,102.6,0,4,1,0,0,1
1631,1,17,1,2,1,1,85.35,1,2,1,1,0,0
1633,0,1,0,1,1,0,43.8,0,0,0,0,0,1
1634,0,63,0,1,3,0,59.0,0,5,1,0,0,1
1635,0,3,0,1,2,1,69.95,0,3,0,0,0,1
1636,0,48,1,0,2,0,24.35,0,0,0,1,0,0
1637,0,66,0,1,2,0,29.45,0,1,0,0,1,0
1638,0,68,1,2,3,1,84.4,0,2,1,0,1,0
1639,1,17,0,1,1,1,45.05,1,0,0,0,0,1
1640,0,7,0,0,2,0,20.65,0,0,1,0,0,0
1641,0,72,1,1,3,1,87.1,0,6,1,1,0,0
1642,0,29,0,0,1,0,19.85,0,0,1,0,0,0
1643,0,37,0,2,1,1,90.35,0,3,1,0,0,1
1644,0,34,1,2,1,1,109.8,1,5,0,0,0,0
1645,1,42,1,2,1,1,84.65,1,1,0,0,0,1
1646,0,59,1,1,2,0,65.5,0,3,1,0,0,0
1647,0,11,0,2,1,1,79.5,1,1,1,1,0,0
1648,1,60,1,2,1,1,80.95,0,1,1,0,0,1
1649,0,27,0,1,1,1,56.15,0,2,0,0,0,0
1650,0,1,1,2,1,0,85.8,1,1,0,0,0,0
1651,1,1,0,2,1,1,79.1,1,1,0,0,0,1
1652,0,17,0,1,1,0,34.4,0,2,1,0,0,0
1653,0,58,0,0,3,0,20.75,0,0,1,0,0,0
1654,0,1,0,0,2,0,18.8,0,0,1,0,0,0
1655,0,3,0,1,1,0,44.3,1,0,1,0,0,0
1656,0,53,1,2,1,0,90.8,0,3,0,0,0,1
1657,0,35,1,0,1,1,25.6,0,0,0,0,0,1
1659,0,68,1,1,3,0,70.8,0,3,1,0,1,0
1660,0,47,1,0,1,0,25.4,0,0,1,0,0,1
1661,1,65,1,2,1,1,108.8,0,4,1,1,0,0
1662,0,5,0,2,1,1,69.75,1,0,0,0,0,1
1663,0,51,1,2,1,1,94.65,1,2,1,0,0,1
1665,0,9,1,2,1,1,76.85,0,0,0,0,0,1
1666,0,8,0,0,3,0,20.25,0,0,0,0,0,0
1667,0,14,1,0,2,1,24.8,0,0,0,0,1,0
1668,0,45,1,2,1,1,115.65,0,6,0,0,0,1
1669,0,8,1,2,1,1,74.6,0,0,0,0,1,0
1670,1,1,0,1,1,1,50.15,1,1,1,0,0,0
1671,0,66,0,2,2,1,103.15,0,5,1,1,0,0
1672,0,72,1,1,3,0,72.1,0,4,1,0,1,0
1674,0,23,1,0,3,0,25.1,0,0,1,0,0,0
1675,0,29,0,2,1,1,78.9,1,1,0,0,0,1
1676,0,4,1,2,1,1,80.15,0,1,0,0,0,1
1677,0,6,1,0,3,0,25.4,0,0,1,0,0,0
1678,1,67,1,2,2,1,105.4,0,5,1,0,1,0
1679,1,7,0,1,1,1,45.75,0,0,1,0,0,0
1680,0,56,1,0,2,1,24.45,0,0,1,0,0,0
1681,0,72,1,0,3,0,25.0,0,0,1,0,1,0
1682,0,72,1,1,3,1,85.25,0,5,1,0,0,1
1683,0,23,0,0,3,0,19.6,0,0,1,0,1,0
1684,0,35,1,1,1,0,50.15,0,0,1,0,0,0
1685,1,27,0,2,1,1,70.55,0,0,1,0,0,1
1686,0,26,1,1,1,1,60.05,1,2,1,0,0,1
1687,0,12,1,0,2,0,26.4,0,0,1,0,0,0
1688,0,40,0,0,3,0,20.15,0,0,0,0,0,0
1689,0,7,0,1,1,0,58.85,0,5,1,0,0,0
1690,0,70,1,2,1,1,97.55,0,3,1,0,1,0
1691,0,60,0,0,3,0,19.65,0,0,1,0,1,0
1692,0,39,0,1,2,1,25.25,0,0,1,0,1,0
1693,0,72,1,2,3,0,114.45,0,6,1,0,1,0
1694,0,1,0,1,1,1,34.7,1,1,0,0,0,1
1695,0,54,1,1,2,1,70.7,0,3,1,0,0,1
1696,0,3,1,2,1,1,85.3,1,1,0,0,0,1
1697,0,63,0,1,3,0,75.55,0,5,1,0,1,0
1698,0,71,1,2,3,1,84.8,0,2,1,0,0,1
1699,0,42,0,0,2,1,20.65,0,0,0,0,0,0
1700,0,47,0,0,3,0,20.45,0,0,0,1,0,0
1701,0,66,1,2,2,1,102.45,1,4,1,0,1,0
1702,0,21,1,2,1,1,104.4,1,4,1,1,0,0
1703,0,11,0,1,1,1,35.65,0,2,0,0,0,1
1704,0,1,1,2,1,1,99.75,1,3,1,0,0,1
1705,1,55,1,2,1,0,90.45,0,3,1,0,0,1
1706,0,69,1,2,3,1,97.65,0,4,0,0,1,0
1707,1,3,0,2,1,0,73.85,0,1,0,0,0,1
1708,0,4,0,1,1,1,74.4,1,4,0,0,0,1
1710,0,5,1,2,1,1,82.75,0,2,0,0,0,1
1711,0,71,1,0,3,1,24.4,0,0,1,0,1,0
1712,0,29,1,1,2,1,55.25,0,1,0,0,0,1
1713,0,52,1,1,1,0,61.35,0,2,1,1,0,0
1714,0,68,1,1,2,0,76.75,0,4,0,0,1,0
1715,0,46,0,0,3,0,19.4,0,0,1,0,0,0
1716,0,8,0,1,1,1,54.75,0,1,0,0,1,0
1717,0,72,0,0,3,0,19.7,0,0,1,0,1,0
1718,0,17,0,0,2,0,19.9,0,0,0,1,0,0
1719,0,3,0,2,1,1,107.95,0,5,0,0,0,1
1720,1,2,0,2,1,1,83.8,0,2,0,1,0,0
1721,0,9,0,2,1,1,74.25,1,1,0,0,1,0
1722,0,51,0,1,2,1,56.4,0,4,0,0,1,0
1723,0,6,0,0,3,0,20.1,0,0,1,0,0,0
1724,0,3,1,2,1,0,94.9,0,2,1,0,0,1
1725,1,17,1,2,1,1,94.2,0,2,0,0,0,1
1726,0,30,1,1,1,0,49.9,0,0,1,0,0,1
1727,0,31,1,1,1,1,71.05,0,3,0,0,0,1
1728,0,45,0,1,3,0,81.65,0,5,0,1,0,0
1729,0,64,1,2,2,0,89.45,0,3,1,1,0,0
1730,0,1,1,1,1,1,59.85,1,1,0,0,0,1
1731,1,1,0,2,1,1,69.6,1,0,0,0,0,1
1732,1,61,1,2,2,0,99.0,0,3,1,0,0,1
1733,0,1,0,0,1,0,19.05,0,0,0,0,0,0
1734,0,9,0,1,1,1,45.4,1,2,0,0,0,1
1735,0,72,1,2,3,0,114.45,0,6,1,1,0,0
1736,0,1,0,0,1,0,19.5,1,0,0,0,0,0
1737,0,7,0,1,1,1,44.25,0,0,1,0,0,0
1738,0,66,1,2,2,1,90.55,0,3,1,1,0,0
1739,0,1,0,2,1,1,69.9,1,0,0,0,0,1
1740,0,40,0,0,1,1,20.4,0,0,1,1,0,0
1741,0,16,1,1,1,1,71.4,0,3,0,1,0,0
1742,0,2,0,2,1,1,87.15,1,2,0,1,0,0
1743,0,67,1,0,3,0,24.85,0,0,1,0,1,0
1744,0,41,0,2,2,1,104.45,0,5,1,1,0,0
1745,0,56,0,0,3,1,19.8,0,0,1,0,1,0
1746,0,72,1,2,3,1,116.45,0,6,0,1,0,0
1747,0,3,1,2,1,1,84.75,1,1,1,1,0,0
1748,0,54,0,0,3,0,20.05,0,0,1,0,1,0
1749,1,52,1,2,1,1,110.75,0,5,0,0,0,1
1750,0,50,0,2,3,1,89.7,0,3,0,1,0,0
1751,0,14,1,2,1,1,89.95,1,2,0,0,0,1
1752,0,27,0,1,2,0,48.7,0,1,1,0,1,0
1753,1,72,1,2,3,1,96.6,0,4,1,1,0,0
1754,0,62,0,1,2,1,74.3,0,4,0,0,1,0
1755,0,12,0,1,1,1,54.3,0,2,0,0,0,1
1757,0,54,0,2,3,1,79.95,0,2,1,1,0,0
1758,0,68,0,0,3,0,20.05,0,0,0,1,0,0
1759,0,20,0,0,1,0,19.4,0,0,0,0,0,0
1760,0,50,1,1,2,0,54.9,0,1,1,1,0,0
1761,0,58,1,0,3,1,24.45,0,0,0,0,1,0
1762,0,35,1,2,1,1,89.65,0,2,1,1,0,0
1763,0,2,0,1,1,1,45.4,0,0,0,0,0,1
1764,0,63,1,1,3,0,75.7,0,4,1,0,0,0
1765,0,58,1,2,2,1,110.65,0,5,1,0,1,0
1766,0,27,0,0,2,1,20.55,0,0,1,0,0,0
1767,0,71,1,2,3,1,115.15,0,6,1,0,1,0
1768,0,63,0,1,2,0,58.55,0,2,0,0,1,0
1769,0,71,1,2,1,1,93.25,0,3,1,1,0,0
1770,1,41,1,2,1,1,113.2,1,5,0,0,0,1
1771,1,13,0,2,1,1,90.5,1,2,0,0,0,1
1772,0,2,0,2,1,0,79.0,1,1,0,0,0,1
1773,0,68,0,0,3,1,19.35,0,0,1,1,0,0
1774,0,1,0,1,1,1,48.75,0,1,1,0,0,0
1777,0,28,1,1,1,1,54.9,0,1,0,0,1,0
1778,0,72,1,0,3,0,24.75,0,0,1,0,1,0
1779,0,2,0,2,1,1,91.15,0,3,0,0,0,1
1780,0,18,0,0,2,0,20.15,1,0,1,1,0,0
1781,1,60,1,2,2,1,104.35,0,4,1,0,0,1
1782,1,26,1,1,1,1,66.05,0,2,0,0,0,1
1783,0,1,0,2,1,1,71.65,1,0,1,0,0,1
1784,0,4,0,0,1,0,20.35,1,0,0,0,0,0
1785,0,68,1,1,3,1,92.2,0,6,1,0,1,0
1786,0,38,0,2,1,1,84.25,1,3,0,0,1,0
1787,1,42,1,2,2,1,105.2,0,4,1,1,0,0
1788,0,57,0,0,3,1,19.6,0,0,1,1,0,0
1789,0,54,0,1,1,0,30.4,0,1,1,0,0,1
1790,0,12,0,2,1,0,78.1,1,1,0,1,0,0
1791,0,44,0,1,2,1,61.5,0,3,1,0,0,0
1792,0,42,1,1,1,1,69.4,0,3,1,1,0,0
1793,0,72,1,0,3,0,24.75,0,0,1,1,0,0
1794,0,71,1,1,3,0,91.05,0,6,1,0,0,0
1795,0,19,1,2,1,0,89.65,1,2,1,0,0,0
1796,0,23,1,1,1,1,73.65,0,3,1,0,1,0
1797,0,30,0,0,3,0,19.4,0,0,0,0,1,0
1798,0,35,1,0,2,0,26.2,0,0,0,1,0,0
1799,0,10,1,2,1,1,98.7,1,3,0,0,0,1
1800,0,1,0,1,1,1,43.85,0,0,0,1,0,0
1801,0,22,0,2,1,1,69.7,0,0,0,0,0,0
1802,0,7,0,1,3,0,38.55,0,3,1,0,0,0
1803,0,36,0,1,3,1,53.1,0,5,0,0,0,0
1804,0,34,0,0,1,0,20.65,0,0,1,0,0,0
1805,0,72,1,1,3,0,64.45,0,3,1,0,1,0
1806,0,36,1,0,3,0,25.1,0,0,1,0,1,0
1807,0,1,0,2,1,0,76.35,1,1,0,0,0,1
1808,0,23,1,2,1,1,79.15,1,1,0,0,0,1
1809,1,32,1,2,1,1,85.0,1,1,1,0,0,1
1810,0,71,1,2,2,1,95.15,0,4,1,0,1,0
1811,1,23,1,2,1,1,79.35,0,1,0,0,0,0
1812,0,17,0,2,2,1,96.65,0,3,1,1,0,0
1813,0,1,0,1,1,1,75.5,0,4,0,0,0,1
1814,0,12,0,0,3,0,19.7,0,0,1,0,0,0
1815,0,72,0,0,3,0,20.5,0,0,1,0,1,0
1816,0,1,0,0,1,0,19.2,0,0,0,0,0,0
1817,1,72,1,2,3,0,98.35,0,3,1,1,0,0
1818,0,60,1,2,1,0,74.35,0,0,1,1,0,0
1819,0,61,0,1,3,0,51.35,0,4,1,0,1,0
1820,0,6,0,1,1,0,45.65,0,0,1,0,0,0
1821,1,32,1,2,1,0,85.3,1,1,1,0,0,1
1822,0,31,1,2,1,1,86.55,1,1,1,0,1,0
1823,0,19,0,2,1,1,73.85,1,1,0,0,1,0
1824,0,72,0,0,3,0,20.3,0,0,1,1,0,0
1825,0,32,1,1,1,1,54.2,0,1,0,0,0,1
1826,0,65,1,2,1,1,90.65,0,2,1,0,0,1
1827,0,45,0,1,1,1,50.9,0,3,1,1,0,0
1828,0,42,1,0,2,0,25.05,0,0,0,0,0,1
1829,0,8,1,2,1,1,74.85,0,0,0,0,0,1
1830,0,32,0,0,3,0,20.5,0,0,1,0,0,0
1831,1,22,1,1,1,1,63.55,0,3,1,0,0,0
1832,1,57,0,1,1,1,44.85,1,2,1,0,0,1
1833,0,1,0,1,1,0,47.95,0,1,0,0,0,1
1834,1,1,0,1,1,0,45.1,1,0,0,0,0,1
1835,0,1,0,1,1,1,45.0,0,0,1,0,0,1
1836,0,24,0,2,1,1,96.0,1,3,0,0,0,1
1837,0,1,0,0,1,0,20.05,1,0,0,1,0,0
1838,1,54,1,2,1,1,90.05,0,2,0,0,0,1
1841,0,56,1,0,2,0,24.3,0,0,1,0,0,1
1842,0,45,0,1,1,1,75.95,0,4,0,0,0,1
1843,0,71,0,0,3,0,19.7,0,0,1,0,1,0
1844,0,59,0,1,2,0,66.4,0,4,1,0,1,0
1845,0,69,0,1,2,1,35.75,0,2,0,1,0,0
1846,0,19,0,0,2,0,18.8,0,0,0,0,0,0
1847,0,55,0,0,3,0,19.4,0,0,1,0,1,0
1848,0,38,0,0,2,0,19.3,0,0,0,0,0,0
1849,0,10,0,1,1,1,45.55,1,0,0,0,0,1
1850,1,47,1,1,1,1,67.45,0,3,1,0,1,0
1851,0,2,0,1,1,1,35.1,1,1,1,0,0,1
1852,0,1,0,1,1,0,46.2,1,0,0,0,1,0
1853,0,1,0,1,1,0,45.15,1,0,0,0,0,1
1854,1,1,0,1,1,1,43.3,1,3,0,0,0,1
1855,0,46,0,0,3,1,20.1,0,0,1,0,0,0
1857,0,65,0,1,3,0,58.9,0,3,1,0,1,0
1858,0,19,0,2,1,1,73.2,1,1,1,0,0,1
1859,0,52,0,2,1,1,85.35,1,2,0,0,0,1
1860,0,71,0,0,3,0,19.45,0,0,1,0,0,0
1861,0,1,0,1,1,0,45.95,1,0,0,0,0,0
1862,1,52,0,1,1,1,50.5,0,4,0,0,0,1
1863,0,6,1,0,2,0,25.1,0,0,1,0,0,0
1864,1,26,0,1,2,0,60.7,0,2,1,0,0,0
1865,1,48,1,2,2,1,99.0,0,3,0,0,0,1
1866,0,64,1,2,2,1,104.4,0,4,1,1,0,0
1867,0,3,0,2,1,0,83.75,1,2,0,0,0,1
1868,0,1,0,1,1,1,44.05,0,0,0,1,0,0
1869,0,72,1,0,3,0,24.1,0,0,1,0,1,0
1870,0,1,0,1,1,1,45.55,0,0,0,0,0,0
1871,0,51,1,2,1,1,93.8,0,3,1,0,0,1
1872,0,41,0,0,3,0,19.7,0,0,1,1,0,0
1873,0,72,0,1,3,1,70.65,0,4,1,0,1,0
1874,0,43,1,1,3,0,86.45,0,5,1,0,1,0
1875,0,72,1,2,3,1,114.1,0,6,1,0,1,0
1876,0,47,1,2,2,1,95.2,0,2,1,0,1,0
1877,0,72,1,1,3,0,88.55,0,6,0,0,1,0
1878,0,3,0,0,1,1,20.75,0,0,0,0,1,0
1879,0,1,0,2,1,1,70.05,1,0,0,0,0,1
1880,0,2,1,2,1,1,86.0,1,1,0,0,0,1
1881,0,26,0,1,1,1,44.65,0,3,0,1,0,0
1882,0,29,0,1,1,1,60.2,0,2,1,0,0,0
1883,1,35,1,2,1,1,100.5,1,4,1,1,0,0
1884,0,27,0,1,2,0,55.45,0,2,0,1,0,0
1885,0,24,0,1,1,1,70.3,0,4,1,0,1,0
1886,0,67,0,1,3,1,60.4,0,3,1,1,0,0
1887,0,16,1,2,1,0,72.65,1,0,0,0,0,1
1888,0,23,0,1,2,0,55.8,0,2,0,1,0,0
1889,0,14,0,1,1,1,31.1,0,1,0,0,0,0
1890,0,1,0,0,1,1,21.0,1,0,1,0,0,1
1891,1,1,0,1,1,0,45.1,1,0,0,0,0,0
1892,1,4,0,1,1,1,50.95,0,3,0,0,1,0
1893,0,16,1,1,1,1,69.1,0,3,1,0,0,1
1894,0,46,0,1,1,1,43.95,0,2,1,0,0,1
1895,0,68,1,1,3,1,86.5,0,5,1,1,0,0
1896,0,38,1,1,1,0,69.95,0,4,0,0,0,1
1898,1,5,0,2,1,0,78.95,1,1,0,0,0,1
1899,0,17,0,2,1,1,90.95,0,3,0,0,1,0
1900,0,4,0,0,3,0,19.9,0,0,1,0,0,0
1901,0,12,0,0,2,0,20.15,0,0,0,0,0,1
1902,0,72,1,1,3,1,90.6,0,6,1,0,1,0
1903,0,3,0,2,1,1,92.0,0,2,0,0,0,1
1904,0,56,1,2,1,1,94.45,1,3,0,0,0,1
1905,0,41,1,0,2,1,24.85,0,0,0,0,0,0
1906,0,40,0,1,2,0,36.0,0,2,0,0,1,0
1907,0,7,0,1,1,1,78.5,0,5,0,0,0,1
1908,0,69,0,0,3,0,19.95,0,0,0,0,1,0
1909,0,7,0,0,2,0,20.65,0,0,1,0,0,0
1910,0,5,0,1,1,1,30.5,0,1,1,0,0,1
1911,0,72,1,2,3,0,106.1,0,5,1,0,1,0
1912,0,44,0,0,2,1,20.5,0,0,1,1,0,0
1913,0,65,1,2,2,1,95.5,0,3,0,0,0,1
1914,0,3,1,1,1,0,64.6,0,2,0,0,0,1
1915,0,24,0,1,1,1,51.1,0,1,0,0,1,0
1916,0,44,1,2,1,1,84.8,1,2,0,1,0,0
1918,0,24,0,1,1,0,54.95,0,2,0,0,0,1
1919,0,1,0,1,1,0,50.9,1,1,0,0,0,0
1920,0,22,0,0,1,1,20.45,0,0,1,1,0,0
1921,0,70,1,1,3,1,85.95,0,5,1,0,1,0
1922,0,25,1,1,1,0,60.35,0,1,1,0,0,1
1923,0,37,0,0,3,0,19.8,0,0,1,1,0,0
1924,1,22,1,2,1,0,85.35,0,1,1,1,0,0
1925,0,59,1,1,3,1,72.1,0,3,1,1,0,0
1926,0,49,1,2,1,1,99.8,1,3,1,0,0,1
1927,0,47,1,2,1,1,107.35,1,4,1,1,0,0
1928,0,31,0,0,1,1,19.55,1,0,1,0,0,0
1929,0,1,0,2,1,1,81.05,0,1,1,0,0,1
1930,0,3,0,0,1,1,20.5,0,0,0,0,0,1
1931,0,53,1,2,2,1,111.8,0,5,1,1,0,0
1932,0,1,0,0,1,0,20.2,0,0,0,0,0,0
1933,0,20,0,0,2,1,19.7,0,0,0,0,0,0
1934,0,3,0,2,1,1,79.1,1,2,0,0,0,1
1935,0,51,0,0,2,1,19.85,0,0,0,1,0,0
1936,0,51,0,1,2,1,60.5,0,3,1,1,0,0
1937,0,13,0,0,3,0,19.55,0,0,1,0,0,0
1938,0,1,0,0,1,0,20.9,0,0,0,0,0,0
1939,0,1,0,0,1,1,21.05,0,0,1,0,0,0
1940,0,63,1,1,2,0,71.5,0,4,0,0,0,1
1941,0,3,0,1,1,0,54.65,0,1,0,0,0,0
1942,0,46,0,0,3,0,19.2,0,0,0,0,1,0
1943,0,1,1,1,1,1,49.8,0,0,0,0,1,0
1944,0,8,0,1,1,0,25.5,1,0,1,0,0,0
1945,0,71,0,0,3,0,20.5,0,0,1,1,0,0
1946,0,55,1,2,1,1,90.4,0,2,1,0,1,0
1947,0,70,1,2,2,1,90.25,0,3,0,1,0,0
1948,0,2,0,2,1,0,80.75,1,1,0,0,0,1
1949,0,67,1,2,3,0,104.6,0,4,1,1,0,0
1950,0,65,1,2,1,1,91.85,1,2,1,1,0,0
1951,0,14,0,1,1,0,50.2,0,1,1,0,1,0
1952,0,20,1,2,1,1,95.5,0,3,1,1,0,0
1953,0,1,0,2,1,1,75.35,1,1,1,0,0,1
1954,0,1,1,2,1,1,75.45,1,0,0,0,0,1
1955,0,49,1,2,1,1,95.4,0,2,1,1,0,0
1956,0,72,1,2,3,1,101.3,0,4,0,1,0,0
1957,0,46,1,1,1,0,53.1,0,1,1,0,0,1
1958,0,24,1,2,1,1,84.85,0,2,0,1,0,0
1959,0,5,0,1,1,0,34.25,0,2,1,0,0,1
1960,0,33,1,2,1,0,88.6,0,3,1,0,1,0
1961,0,42,1,1,2,1,60.15,0,2,0,1,0,0
1962,0,23,0,2,2,1,99.95,0,4,0,0,1,0
1963,0,8,0,2,1,0,70.7,0,0,0,1,0,0
1964,0,66,0,1,2,1,54.8,0,2,0,0,0,0
1965,0,24,0,1,1,1,49.55,1,1,0,1,0,0
1968,0,53,0,2,2,1,100.3,0,4,0,0,0,0
1969,0,60,0,1,3,0,53.6,0,4,0,0,0,1
1970,0,7,0,2,1,1,81.1,1,1,1,0,0,1
1971,0,20,0,0,2,1,19.35,0,0,0,0,1,0
1972,0,23,1,2,1,0,85.6,0,1,1,0,0,1
1973,0,72,0,1,3,1,80.8,0,5,1,0,0,1
1974,0,11,1,2,1,1,74.95,1,0,1,0,0,1
1975,0,21,0,0,3,0,19.6,0,0,0,0,0,0
1976,1,1,1,2,1,1,93.55,1,2,0,0,0,1
1977,1,31,1,2,1,1,90.7,0,2,0,0,0,1
1978,0,57,0,1,3,0,69.75,0,4,0,0,0,0
1979,0,45,0,0,3,1,20.0,0,0,1,1,0,0
1980,0,10,1,2,1,1,95.25,0,3,0,0,0,1
1981,0,58,1,2,1,1,102.1,1,4,1,0,1,0
1982,0,14,0,0,1,0,19.95,0,0,1,0,0,0
1983,0,27,1,1,2,0,80.85,0,4,1,0,0,0
1984,0,14,1,2,1,1,90.9,1,2,1,1,0,0
1985,0,12,0,1,1,0,29.2,1,1,1,0,0,0
1986,0,69,1,2,3,1,93.3,0,3,1,1,0,0
1987,0,25,0,2,1,1,89.15,1,3,1,1,0,0
1989,0,35,0,1,3,1,46.35,0,3,1,0,1,0
1990,1,16,1,2,1,1,84.75,1,1,0,0,0,1
1991,0,45,1,1,2,0,78.75,0,4,1,0,1,0
1992,0,17,0,2,1,1,83.55,0,2,0,0,0,1
1993,0,1,0,1,1,1,45.7,1,0,1,0,0,1
1994,0,22,0,0,2,0,19.6,0,0,0,0,0,0
1995,1,1,0,2,1,1,69.95,1,0,0,0,0,1
1996,0,67,0,1,3,0,67.85,0,4,1,0,0,0
1997,0,67,1,2,3,1,105.65,0,4,1,1,0,0
1998,0,2,0,1,1,0,44.6,1,2,1,0,0,1
1999,0,23,1,2,1,1,74.95,1,0,0,0,0,1
2001,0,5,0,0,1,0,20.15,0,0,0,0,0,0
2002,0,54,0,1,3,0,45.2,0,3,0,0,1,0
2003,0,57,0,2,3,1,95.25,1,3,0,0,0,1
2004,0,24,1,2,1,1,89.85,1,2,0,0,0,0
2005,0,49,1,2,2,0,100.45,1,3,1,0,0,0
2006,0,5,1,1,1,0,47.15,1,0,0,0,0,1
2007,0,2,0,2,1,1,80.2,1,1,0,0,0,1
2008,0,4,1,2,1,1,87.1,1,2,1,0,0,0
2009,0,70,1,1,3,1,79.25,0,5,1,1,0,0
2010,0,5,1,2,1,1,75.9,1,0,0,1,0,0
2011,0,53,1,1,1,0,85.7,0,5,1,0,0,1
2012,0,47,1,2,1,1,98.75,1,4,1,0,0,1
2013,0,31,0,0,2,0,20.1,0,0,1,0,1,0
2014,0,13,0,1,1,0,61.8,0,3,1,1,0,0
2015,0,28,1,1,1,0,49.9,0,0,1,0,0,0
2016,0,10,1,2,1,0,86.45,1,1,0,0,0,1
2017,0,38,0,0,3,0,20.4,0,0,1,1,0,0
2018,0,1,0,1,1,1,45.3,1,0,0,0,0,0
2019,0,67,1,2,2,0,104.1,1,4,1,0,0,1
2020,0,52,0,1,2,1,75.4,0,4,1,0,0,0
2021,0,62,0,2,3,0,108.15,0,6,1,0,0,0
2022,0,16,0,2,1,1,86.25,0,2,0,0,0,1
2023,1,5,1,2,1,1,81.0,1,1,1,0,0,1
2024,0,12,0,2,2,0,95.7,0,3,0,0,0,1
2025,0,72,1,2,3,1,116.85,0,6,1,1,0,0
2027,0,24,0,0,2,0,20.15,0,0,1,0,0,0
2028,0,15,0,0,3,0,19.6,0,0,0,0,0,0
2029,0,67,0,2,2,1,90.6,1,3,1,0,1,0
2030,0,2,1,1,1,0,60.95,0,2,1,1,0,0
2031,0,5,0,1,1,0,25.05,0,0,1,0,0,0
2032,0,15,0,2,1,0,88.15,1,2,1,0,0,1
2033,0,1,0,0,1,1,20.2,1,0,0,0,0,0
2034,0,41,0,1,2,1,60.3,0,3,1,1,0,0
2035,0,43,0,1,1,1,63.95,0,3,1,0,0,1
2037,1,1,0,2,1,1,70.6,0,0,0,0,0,0
2038,0,26,0,2,1,1,90.8,1,2,1,0,0,1
2039,0,22,1,2,1,1,79.35,1,1,0,0,0,1
2040,0,71,1,1,3,0,90.55,0,6,1,1,0,0
2041,0,7,0,0,3,0,19.45,0,0,0,0,0,0
